Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),血液型,けつえきがた,ketsuekigata,qon guruhi,,血液型についての詳しい説明を聞きました。 (qon guruhi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),訪日,ほうにち,hounichi,Yaponiyaga tashrif,,訪日についての詳しい説明を聞きました。 (Yaponiyaga tashrif haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),調節,ちょうせつ,chousetsu,"sozlash, rostlash",,調節についての詳しい説明を聞きました。 (sozlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),退職,たいしょく,taishoku,"ishdan bo'shash, nafaqaga chiqish",,退職についての詳しい説明を聞きました。 (ishdan bo'shash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),遠慮,えんりょ,enryo,"tortinish, ehtiyot bo'lish",,遠慮についての詳しい説明を聞きました。 (tortinish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),郵便,ゆうびん,yuubin',pochta,,郵便についての詳しい説明を聞きました。 (pochta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),金銭,きんせん,kinsen',"pul, mablag'",,金銭についての詳しい説明を聞きました。 (pul haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),陸上,りくじょう,rikujou,yengil atletika; quruqlik,,陸上についての詳しい説明を聞きました。 (yengil atletika haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),静止,せいし,seishi,harakatsiz holat,,静止についての詳しい説明を聞きました。 (harakatsiz holat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),実測,じっそく,jissoku,haqiqiy o'lchov,,実測についての詳しい説明を聞きました。 (haqiqiy o'lchov haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),夜型,よるがた,yorugata,tungi hayot tarzi,,夜型についての詳しい説明を聞きました。 (tungi hayot tarzi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一台,いちだい,ichidai,bitta mashina/qurilma,,一台についての詳しい説明を聞きました。 (bitta mashina/qurilma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一家,いっか,ikka,"butun oila, xonadon",,一家についての詳しい説明を聞きました。 (butun oila haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一对,いっつい,ittsui,bir juft,,一对についての詳しい説明を聞きました。 (bir juft haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),不満,ふまん,fuman',"norozi, qoniqmaslik",,不満についての詳しい説明を聞きました。 (norozi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),予想外,よそうがい,yosougai,kutilmagan,,予想外についての詳しい説明を聞きました。 (kutilmagan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),入浴,にゅうよく,nyuuyoku,"hammomga tushish, cho'milish",,入浴についての詳しい説明を聞きました。 (hammomga tushish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),体系,たいけい,taikei,"tizim, tuzilma",,体系についての詳しい説明を聞きました。 (tizim haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),体調,たいちょう,taichou,sog'liq holati,,体調についての詳しい説明を聞きました。 (sog'liq holati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),何度,なんど,nando,necha marta,,何度についての詳しい説明を聞きました。 (necha marta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),価値,かち,kachi,"qadr-qimmat, qiymat",,価値についての詳しい説明を聞きました。 (qadr-qimmat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),価格,かかく,kakaku,narx,,価格についての詳しい説明を聞きました。 (narx haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一台当たり,いちだいあたり,ichidaiatari,bir donaga to'g'ri keladigan,,一台当たりについての詳しい説明を聞きました。 (bir donaga to'g'ri keladigan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),余裕,よゆう,yoyuu,bo'sh vaqt; ortiqcha imkoniyat,,余裕についての詳しい説明を聞きました。 (bo'sh vaqt haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),供給,きょうきゅう,kyoukyuu,"ta'minot, yetkazib berish",,供給についての詳しい説明を聞きました。 (ta'minot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),促進,そくしん,sokushin',"jadallashtirish, rag'batlantirish",,促進についての詳しい説明を聞きました。 (jadallashtirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),保存食,ほぞんしょく,hozonshoku,saqlanadigan oziq-ovqat,,保存食についての詳しい説明を聞きました。 (saqlanadigan oziq-ovqat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),修正案,しゅうせいあん,shuuseian',tuzatilgan taklif,,修正案についての詳しい説明を聞きました。 (tuzatilgan taklif haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),備蓄,びちく,bichiku,zaxira to'plash,,備蓄についての詳しい説明を聞きました。 (zaxira to'plash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),光景,こうけい,koukei,"manzara, ko'rinish",,光景についての詳しい説明を聞きました。 (manzara haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),克服,こくふく,kokufuku,"yengish, bartaraf etish",,計画通りに克服を進めていきます。 (Rejaga muvofiq yengishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),公募,こうぼ,koubo,"ochiq tanlov, e'lon",,公募についての詳しい説明を聞きました。 (ochiq tanlov haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),再建,さいけん,saiken',"qayta qurish, tiklash",,再建についての詳しい説明を聞きました。 (qayta qurish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),再発,さいはつ,saihatsu,qaytalanish,,再発についての詳しい説明を聞きました。 (qaytalanish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),冷房,れいぼう,reibou,"konditsioner, sovutish",,冷房についての詳しい説明を聞きました。 (konditsioner haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),処分,しょぶん,shobun',"yo'q qilish, jazolash",,計画通りに処分を進めていきます。 (Rejaga muvofiq yo'q qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),創立,そうりつ,souritsu,"tashkil etish, asos solish",,計画通りに創立を進めていきます。 (Rejaga muvofiq tashkil etishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),努力家,どりょくか,doryokuka,"mehnatkash, tirishqoq",,努力家についての詳しい説明を聞きました。 (mehnatkash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),効果的,こうかてき,koukateki,samarali,,効果的についての詳しい説明を聞きました。 (samarali haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),動機,どうき,douki,"motiv, turtki",,動機についての詳しい説明を聞きました。 (motiv haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),勝負,しょうぶ,shoubu,"kurash, bellashuv",,勝負についての詳しい説明を聞きました。 (kurash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),募集要項,ぼしゅうようこう,boshuuyoukou,qabul shartlari hujjati,,募集要項についての詳しい説明を聞きました。 (qabul shartlari hujjati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),協力,きょうりょく,kyouryoku,"hamkorlik, yordam",,協力についての詳しい説明を聞きました。 (hamkorlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),印刷物,いんさつぶつ,insatsubutsu,bosma mahsulot,,印刷物についての詳しい説明を聞きました。 (bosma mahsulot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),危害,きがい,kigai,"zarar, xavf",,危害を未然に防ぐ対策を立てました。 (zararning oldini olish choralarini tuzdik.)
N2 語彙 (文字・語彙・文法),反則,はんそく,hansoku,qoidabuzarlik,,社会の反則をしっかりと守ります。 (Jamiyatning qoidabuzarlikiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),取り扱い,とりあつかい,toriatsukai,"muomala, ishlatish",,取り扱いについての詳しい説明を聞きました。 (muomala haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),受け入れ,うけいれ,ukeire,qabul qilish,,計画通りに受け入れを進めていきます。 (Rejaga muvofiq qabul qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),口実,こうじつ,koujitsu,bahona,,口実についての詳しい説明を聞きました。 (bahona haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),合併,がっぺい,gappei,"qo'shilish, birlashish",,合併についての詳しい説明を聞きました。 (qo'shilish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),同意,どうい,doui,"rozilik, kelishuv",,同意についての詳しい説明を聞きました。 (rozilik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),名所,めいしょ,meisho,mashhur joy,,その名所の環境はとても快適です。 (Ushbu mashhur joyning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),告訴,こくそ,kokuso,sudga shikoyat qilish,,計画通りに告訴を進めていきます。 (Rejaga muvofiq sudga shikoyat qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),問い合わせ,といあわせ,toiawase,"so'rov, murojaat",,問い合わせについての詳しい説明を聞きました。 (so'rov haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),商品券,しょうひんけん,shouhinken',sovg'a taloni,,商品券についての詳しい説明を聞きました。 (sovg'a taloni haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),喜び,よろこび,yorokobi,"quvonch, xursandchilik",,喜びについての詳しい説明を聞きました。 (quvonch haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),営む,いとなむ,itonamu,"yuritmoq, boshqarmoq (ish)",,計画通りに営むを進めていきます。 (Rejaga muvofiq yuritmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),図々しい,ずうずうしい,zuuzuushii,"uyatsiz, beor",,図々しいについての詳しい説明を聞きました。 (uyatsiz haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),土地柄,とちがら,tochigara,joyning o'ziga xosligi,,その土地柄の環境はとても快適です。 (Ushbu joyning o'ziga xosligining muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),在庫,ざいこ,zaiko,"zaxira, ombordagi mahsulot",,在庫についての詳しい説明を聞きました。 (zaxira haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),型,かた,kata,"shakl, qolip; uslub",,型についての詳しい説明を聞きました。 (shakl haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),埋める,うめる,umeru,"ko'mmoq, to'ldirmoq",,計画通りに埋めるを進めていきます。 (Rejaga muvofiq ko'mmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),増減,ぞうげん,zougen',ko'payish va kamayish,,増減についての詳しい説明を聞きました。 (ko'payish va kamayish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),外国人登録,がいこくじんとうろく,gaikokujintouroku,chet ellikni ro'yxatga olish,,外国人登録についての詳しい説明を聞きました。 (chet ellikni ro'yxatga olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),大工,だいく,daiku,"duradgor, yog'och ustasi",,大工についての詳しい説明を聞きました。 (duradgor haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),天候,てんこう,tenkou,ob-havo,,天候についての詳しい説明を聞きました。 (ob-havo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),失礼,しつれい,shitsurei,odobsizlik; kechirasiz,,失礼についての詳しい説明を聞きました。 (odobsizlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),好調,こうちょう,kouchou,"yaxshi holatda, muvaffaqiyatli",,技術の好調によって生活が便利になりました。 (Texnologiyaning yaxshi holatdai tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),存じる,ぞんじる,zonjiru,bilmoq (kamtarona),,計画通りに存じるを進めていきます。 (Rejaga muvofiq bilmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),存在感,そんざいかん,sonzaikan',"mavjudlik hissi, salmoq",,計画通りに存在感を進めていきます。 (Rejaga muvofiq mavjudlik hissini davom ettiramiz.)
N2 語彙 (文字・語彙・文法),学問,がくもん,gakumon',"ilm, fan",,学問についての詳しい説明を聞きました。 (ilm haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),実家,じっか,jikka,ota-ona uyi,,実家についての詳しい説明を聞きました。 (ota-ona uyi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),実験,じっけん,jikken',"tajriba, eksperiment",,実験についての詳しい説明を聞きました。 (tajriba haqida batafsil tushuntirish eshitdik.)
